P_ID,STIMULI,POOL,DEPTH,LOC,ORDER,FIRST,FIRST_IT,ITEM,SAME
p2_130,1,prolific2,3,L,f,L,I09,I13,0
p2_133,3,prolific2,2,L,f,L,I09,I13,1
p2_135,1,prolific2,3,L,f,L,I09,I13,1
p2_136,4,prolific2,2,L,f,X,I09,I13,1
p2_140,1,prolific2,3,L,f,L,I09,I13,1
p2_142,3,prolific2,2,L,f,L,I09,I13,1
p2_144,3,prolific2,3,L,f,L,I09,I13,1
p2_146,3,prolific2,2,L,f,L,I09,I13,1
p2_148,4,prolific2,3,L,f,L,I09,I13,1
p2_149,2,prolific2,2,L,f,L,I09,I13,0
p2_154,1,prolific2,3,L,f,L,I09,I13,1
p2_157,1,prolific2,2,L,f,L,I09,I13,1
p2_159,1,prolific2,3,L,f,L,I09,I13,1
p2_160,2,prolific2,2,L,f,L,I09,I13,0
p2_163,2,prolific2,3,L,f,L,I09,I13,1
p2_164,3,prolific2,2,L,f,L,I09,I13,0
p2_166,4,prolific2,3,L,f,L,I09,I13,1
p2_169,3,prolific2,2,L,f,L,I09,I13,0
p2_173,2,prolific2,2,L,f,L,I09,I13,1
p2_175,2,prolific2,3,L,f,L,I09,I13,1
p1_003,1,prolific1,3,L,f,L,I09,I14,1
p1_007,3,prolific1,2,L,f,L,I09,I14,1
p1_011,1,prolific1,3,L,f,L,I09,I14,1
p1_012,1,prolific1,2,L,f,L,I09,I14,1
p1_013,2,prolific1,3,L,f,L,I09,I14,0
p1_016,3,prolific1,2,L,f,L,I09,I14,1
p1_027,1,prolific1,3,L,f,L,I09,I14,1
p1_029,2,prolific1,2,L,f,L,I09,I14,0
p1_033,2,prolific1,3,L,f,L,I09,I14,1
p1_034,1,prolific1,2,L,f,L,I09,I14,1
p1_037,4,prolific1,3,L,f,L,I09,I14,0
p1_039,2,prolific1,2,L,f,L,I09,I14,1
p1_047,3,prolific1,2,L,f,L,I09,I14,1
p1_051,4,prolific1,3,L,f,L,I09,I14,1
p1_052,1,prolific1,2,L,f,L,I09,I14,1
p1_056,2,prolific1,3,L,f,L,I09,I14,1
p1_058,3,prolific1,2,L,f,L,I09,I14,1
p1_061,4,prolific1,2,L,f,L,I09,I14,1
p1_067,4,prolific1,3,L,f,L,I09,I14,1
p1_068,1,prolific1,2,L,f,L,I09,I14,1
p1_072,2,prolific1,3,L,f,L,I09,I14,1
p1_076,3,prolific1,3,L,f,L,I09,I14,1
p1_078,2,prolific1,2,L,f,L,I09,I14,1
p1_083,2,prolific1,2,L,f,L,I09,I14,0
p1_084,2,prolific1,3,L,f,L,I09,I14,0
p1_088,4,prolific1,2,L,f,L,I09,I14,0
p1_092,1,prolific1,3,L,f,L,I09,I14,1
p1_098,4,prolific1,3,L,f,L,I09,I14,0
p1_099,3,prolific1,2,L,f,L,I09,I14,0
p1_101,3,prolific1,3,L,f,L,I09,I14,1
p1_104,4,prolific1,2,L,f,L,I09,I14,1
p1_109,2,prolific1,3,L,f,L,I09,I14,1
p1_113,4,prolific1,3,L,f,L,I09,I14,0
p1_116,2,prolific1,2,L,f,L,I09,I14,1
p1_119,1,prolific1,3,L,f,L,I09,I14,1
p1_121,2,prolific1,2,L,f,L,I09,I14,0
p1_122,4,prolific1,3,L,f,L,I09,I14,1
p1_124,1,prolific1,2,L,f,L,I09,I14,1
p1_127,3,prolific1,3,L,f,L,I09,I14,1
p1_129,2,prolific1,2,L,f,L,I09,I14,1
p1_134,4,prolific1,3,L,f,L,I09,I14,1
p1_135,4,prolific1,2,L,f,L,I09,I14,1
p1_141,2,prolific1,3,L,f,L,I09,I14,1
p1_143,2,prolific1,3,L,f,L,I09,I14,0
p1_147,1,prolific1,3,L,f,L,I09,I14,1
p1_151,3,prolific1,2,L,f,L,I09,I14,1
p1_153,4,prolific1,3,L,f,L,I09,I14,1
p1_154,2,prolific1,2,L,f,L,I09,I14,1
r1_005,1,rep,3,L,f,L,I09,I14,1
r1_010,1,rep,2,L,f,L,I09,I14,1
r1_013,1,rep,3,L,f,R,I09,I14,0
r1_016,2,rep,2,L,f,X,I09,I14,1
r1_018,2,rep,2,L,f,L,I09,I14,1
r1_024,1,rep,3,L,f,L,I09,I14,1
r1_026,2,rep,2,L,f,L,I09,I14,0
r1_029,1,rep,3,L,f,L,I09,I14,1
r1_030,1,rep,2,L,f,L,I09,I14,1
r1_034,1,rep,3,L,f,R,I09,I14,1
r1_036,2,rep,2,L,f,L,I09,I14,0
r1_038,2,rep,3,L,f,L,I09,I14,1
r1_043,2,rep,2,L,f,L,I09,I14,0
r1_045,2,rep,2,L,f,L,I09,I14,0
r1_061,3,rep,3,L,f,L,I09,I14,1
r1_062,2,rep,2,L,f,L,I09,I14,0
r1_065,1,rep,3,L,f,L,I09,I14,1
r1_068,1,rep,3,L,f,L,I09,I14,1
r1_070,2,rep,2,L,f,L,I09,I14,1
r1_072,1,rep,3,L,f,R,I09,I14,0
r1_074,2,rep,2,L,f,X,I09,I14,1
p2_002,4,prolific2,3,L,f,L,I09,I14,1
p2_006,4,prolific2,2,L,f,L,I09,I14,1
p2_009,4,prolific2,3,L,f,L,I09,I14,0
p2_011,4,prolific2,2,L,f,L,I09,I14,1
p2_017,3,prolific2,3,L,f,L,I09,I14,1
p2_019,2,prolific2,3,L,f,L,I09,I14,0
p2_020,2,prolific2,2,L,f,L,I09,I14,0
p2_023,3,prolific2,2,L,f,L,I09,I14,1
p2_026,3,prolific2,3,L,f,L,I09,I14,1
p2_030,4,prolific2,2,L,f,L,I09,I14,1
p2_033,2,prolific2,3,L,f,L,I09,I14,1
p2_034,3,prolific2,2,L,f,L,I09,I14,1
p2_036,4,prolific2,3,L,f,L,I09,I14,1
p2_039,3,prolific2,3,L,f,L,I09,I14,1
p2_041,3,prolific2,2,L,f,L,I09,I14,1
p2_044,4,prolific2,3,L,f,L,I09,I14,1
p2_047,4,prolific2,2,L,f,L,I09,I14,1
p2_049,3,prolific2,2,L,f,L,I09,I14,0
p2_050,1,prolific2,3,L,f,L,I09,I14,1
p2_054,4,prolific2,2,L,f,L,I09,I14,1
p2_060,3,prolific2,2,L,f,L,I09,I14,1
p2_061,1,prolific2,3,L,f,L,I09,I14,1
p2_066,4,prolific2,3,L,f,L,I09,I14,1
p2_068,2,prolific2,2,L,f,L,I09,I14,1
p2_072,3,prolific2,3,L,f,L,I09,I14,1
p2_075,1,prolific2,2,L,f,R,I09,I14,0
p2_077,2,prolific2,2,L,f,L,I09,I14,0
p2_083,4,prolific2,2,L,f,L,I09,I14,1
p2_084,3,prolific2,3,L,f,L,I09,I14,1
p2_088,1,prolific2,3,L,f,L,I09,I14,1
p2_093,1,prolific2,2,L,f,L,I09,I14,0
p2_099,1,prolific2,3,L,f,L,I09,I14,1
p2_101,3,prolific2,2,L,f,L,I09,I14,1
p2_103,2,prolific2,2,L,f,L,I09,I14,0
p2_107,2,prolific2,3,L,f,L,I09,I14,1
p2_109,1,prolific2,2,L,f,L,I09,I14,1
p2_112,4,prolific2,3,L,f,L,I09,I14,0
p2_115,4,prolific2,2,L,f,L,I09,I14,0
p2_116,4,prolific2,3,L,f,L,I09,I14,1
p2_117,4,prolific2,2,L,f,L,I09,I14,0
p2_123,4,prolific2,3,L,f,L,I09,I14,1
p2_125,4,prolific2,3,L,f,L,I09,I14,1
p2_130,1,prolific2,3,L,f,L,I09,I14,1
p2_133,3,prolific2,2,L,f,L,I09,I14,1
p2_135,1,prolific2,3,L,f,L,I09,I14,0
p2_136,4,prolific2,2,L,f,X,I09,I14,1
p2_140,1,prolific2,3,L,f,L,I09,I14,1
p2_142,3,prolific2,2,L,f,L,I09,I14,1
p2_144,3,prolific2,3,L,f,L,I09,I14,1
p2_146,3,prolific2,2,L,f,L,I09,I14,1
p2_148,4,prolific2,3,L,f,L,I09,I14,1
p2_149,2,prolific2,2,L,f,L,I09,I14,0
p2_154,1,prolific2,3,L,f,L,I09,I14,1
p2_157,1,prolific2,2,L,f,L,I09,I14,1
p2_159,1,prolific2,3,L,f,L,I09,I14,1
p2_160,2,prolific2,2,L,f,L,I09,I14,0
p2_163,2,prolific2,3,L,f,L,I09,I14,0
p2_164,3,prolific2,2,L,f,L,I09,I14,0
p2_166,4,prolific2,3,L,f,L,I09,I14,1
p2_169,3,prolific2,2,L,f,L,I09,I14,0
p2_173,2,prolific2,2,L,f,L,I09,I14,1
p2_175,2,prolific2,3,L,f,L,I09,I14,1
p1_003,1,prolific1,3,L,f,L,I09,I15,0
p1_007,3,prolific1,2,L,f,L,I09,I15,1
p1_011,1,prolific1,3,L,f,L,I09,I15,1
p1_012,1,prolific1,2,L,f,L,I09,I15,1
p1_013,2,prolific1,3,L,f,L,I09,I15,0
p1_016,3,prolific1,2,L,f,L,I09,I15,1
p1_027,1,prolific1,3,L,f,L,I09,I15,1
p1_029,2,prolific1,2,L,f,L,I09,I15,0
p1_033,2,prolific1,3,L,f,L,I09,I15,1
p1_034,1,prolific1,2,L,f,L,I09,I15,1
p1_037,4,prolific1,3,L,f,L,I09,I15,0
p1_039,2,prolific1,2,L,f,L,I09,I15,1
p1_047,3,prolific1,2,L,f,L,I09,I15,1
p1_051,4,prolific1,3,L,f,L,I09,I15,1
p1_052,1,prolific1,2,L,f,L,I09,I15,1
p1_056,2,prolific1,3,L,f,L,I09,I15,1
p1_058,3,prolific1,2,L,f,L,I09,I15,1
p1_061,4,prolific1,2,L,f,L,I09,I15,1
p1_067,4,prolific1,3,L,f,L,I09,I15,1
p1_068,1,prolific1,2,L,f,L,I09,I15,1
p1_072,2,prolific1,3,L,f,L,I09,I15,1
p1_076,3,prolific1,3,L,f,L,I09,I15,1
p1_078,2,prolific1,2,L,f,L,I09,I15,1
p1_083,2,prolific1,2,L,f,L,I09,I15,0
p1_084,2,prolific1,3,L,f,L,I09,I15,0
p1_088,4,prolific1,2,L,f,L,I09,I15,0
p1_092,1,prolific1,3,L,f,L,I09,I15,1
p1_098,4,prolific1,3,L,f,L,I09,I15,0
p1_099,3,prolific1,2,L,f,L,I09,I15,0
p1_101,3,prolific1,3,L,f,L,I09,I15,1
p1_104,4,prolific1,2,L,f,L,I09,I15,1
p1_109,2,prolific1,3,L,f,L,I09,I15,1
p1_113,4,prolific1,3,L,f,L,I09,I15,0
p1_116,2,prolific1,2,L,f,L,I09,I15,1
p1_119,1,prolific1,3,L,f,L,I09,I15,1
p1_121,2,prolific1,2,L,f,L,I09,I15,0
p1_122,4,prolific1,3,L,f,L,I09,I15,1
p1_124,1,prolific1,2,L,f,L,I09,I15,1
p1_127,3,prolific1,3,L,f,L,I09,I15,1
p1_129,2,prolific1,2,L,f,L,I09,I15,1
p1_134,4,prolific1,3,L,f,L,I09,I15,1
p1_135,4,prolific1,2,L,f,L,I09,I15,0
p1_141,2,prolific1,3,L,f,L,I09,I15,1
p1_143,2,prolific1,3,L,f,L,I09,I15,0
p1_147,1,prolific1,3,L,f,L,I09,I15,1
p1_151,3,prolific1,2,L,f,L,I09,I15,1
p1_153,4,prolific1,3,L,f,L,I09,I15,1
p1_154,2,prolific1,2,L,f,L,I09,I15,1
r1_005,1,rep,3,L,f,L,I09,I15,1
r1_010,1,rep,2,L,f,L,I09,I15,1
r1_013,1,rep,3,L,f,R,I09,I15,0
r1_016,2,rep,2,L,f,X,I09,I15,1
r1_018,2,rep,2,L,f,L,I09,I15,1
r1_024,1,rep,3,L,f,L,I09,I15,1
r1_026,2,rep,2,L,f,L,I09,I15,0
r1_029,1,rep,3,L,f,L,I09,I15,1
r1_030,1,rep,2,L,f,L,I09,I15,1
r1_034,1,rep,3,L,f,R,I09,I15,1
r1_036,2,rep,2,L,f,L,I09,I15,0
r1_038,2,rep,3,L,f,L,I09,I15,1
r1_043,2,rep,2,L,f,L,I09,I15,0
r1_045,2,rep,2,L,f,L,I09,I15,0
r1_061,3,rep,3,L,f,L,I09,I15,1
r1_062,2,rep,2,L,f,L,I09,I15,0
r1_065,1,rep,3,L,f,L,I09,I15,1
r1_068,1,rep,3,L,f,L,I09,I15,1
r1_070,2,rep,2,L,f,L,I09,I15,1
r1_072,1,rep,3,L,f,R,I09,I15,0
r1_074,2,rep,2,L,f,X,I09,I15,1
p2_002,4,prolific2,3,L,f,L,I09,I15,1
p2_006,4,prolific2,2,L,f,L,I09,I15,0
p2_009,4,prolific2,3,L,f,L,I09,I15,0
p2_011,4,prolific2,2,L,f,L,I09,I15,1
p2_017,3,prolific2,3,L,f,L,I09,I15,1
p2_019,2,prolific2,3,L,f,L,I09,I15,0
p2_020,2,prolific2,2,L,f,L,I09,I15,0
p2_023,3,prolific2,2,L,f,L,I09,I15,1
p2_026,3,prolific2,3,L,f,L,I09,I15,1
p2_030,4,prolific2,2,L,f,L,I09,I15,1
p2_033,2,prolific2,3,L,f,L,I09,I15,1
p2_034,3,prolific2,2,L,f,L,I09,I15,1
p2_036,4,prolific2,3,L,f,L,I09,I15,1
p2_039,3,prolific2,3,L,f,L,I09,I15,1
p2_041,3,prolific2,2,L,f,L,I09,I15,1
p2_044,4,prolific2,3,L,f,L,I09,I15,1
p2_047,4,prolific2,2,L,f,L,I09,I15,1
p2_049,3,prolific2,2,L,f,L,I09,I15,1
p2_050,1,prolific2,3,L,f,L,I09,I15,1
p2_054,4,prolific2,2,L,f,L,I09,I15,1
p2_060,3,prolific2,2,L,f,L,I09,I15,1
p2_061,1,prolific2,3,L,f,L,I09,I15,1
p2_066,4,prolific2,3,L,f,L,I09,I15,1
p2_068,2,prolific2,2,L,f,L,I09,I15,1
p2_072,3,prolific2,3,L,f,L,I09,I15,1
p2_075,1,prolific2,2,L,f,R,I09,I15,0
p2_077,2,prolific2,2,L,f,L,I09,I15,0
p2_083,4,prolific2,2,L,f,L,I09,I15,1
p2_084,3,prolific2,3,L,f,L,I09,I15,1
p2_088,1,prolific2,3,L,f,L,I09,I15,1
p2_093,1,prolific2,2,L,f,L,I09,I15,0
p2_099,1,prolific2,3,L,f,L,I09,I15,1
p2_101,3,prolific2,2,L,f,L,I09,I15,1
p2_103,2,prolific2,2,L,f,L,I09,I15,0
p2_107,2,prolific2,3,L,f,L,I09,I15,1
p2_109,1,prolific2,2,L,f,L,I09,I15,1
p2_112,4,prolific2,3,L,f,L,I09,I15,0
p2_115,4,prolific2,2,L,f,L,I09,I15,0
p2_116,4,prolific2,3,L,f,L,I09,I15,1
p2_117,4,prolific2,2,L,f,L,I09,I15,0
p2_123,4,prolific2,3,L,f,L,I09,I15,1
p2_125,4,prolific2,3,L,f,L,I09,I15,1
p2_130,1,prolific2,3,L,f,L,I09,I15,1
p2_133,3,prolific2,2,L,f,L,I09,I15,1
p2_135,1,prolific2,3,L,f,L,I09,I15,0
p2_136,4,prolific2,2,L,f,X,I09,I15,1
p2_140,1,prolific2,3,L,f,L,I09,I15,1
p2_142,3,prolific2,2,L,f,L,I09,I15,1
p2_144,3,prolific2,3,L,f,L,I09,I15,1
p2_146,3,prolific2,2,L,f,L,I09,I15,1
p2_148,4,prolific2,3,L,f,L,I09,I15,1
p2_149,2,prolific2,2,L,f,L,I09,I15,0
p2_154,1,prolific2,3,L,f,L,I09,I15,1
p2_157,1,prolific2,2,L,f,L,I09,I15,1
p2_159,1,prolific2,3,L,f,L,I09,I15,1
p2_160,2,prolific2,2,L,f,L,I09,I15,0
p2_163,2,prolific2,3,L,f,L,I09,I15,1
p2_164,3,prolific2,2,L,f,L,I09,I15,0
p2_166,4,prolific2,3,L,f,L,I09,I15,1
p2_169,3,prolific2,2,L,f,L,I09,I15,0
p2_173,2,prolific2,2,L,f,L,I09,I15,1
p2_175,2,prolific2,3,L,f,L,I09,I15,0
p1_003,1,prolific1,3,L,f,L,I09,I16,0
p1_007,3,prolific1,2,L,f,L,I09,I16,1
p1_011,1,prolific1,3,L,f,L,I09,I16,0
p1_012,1,prolific1,2,L,f,L,I09,I16,1
p1_013,2,prolific1,3,L,f,L,I09,I16,0
p1_016,3,prolific1,2,L,f,L,I09,I16,1
p1_027,1,prolific1,3,L,f,L,I09,I16,1
p1_029,2,prolific1,2,L,f,L,I09,I16,0
p1_033,2,prolific1,3,L,f,L,I09,I16,1
p1_034,1,prolific1,2,L,f,L,I09,I16,1
p1_037,4,prolific1,3,L,f,L,I09,I16,0
p1_039,2,prolific1,2,L,f,L,I09,I16,1
p1_047,3,prolific1,2,L,f,L,I09,I16,1
p1_051,4,prolific1,3,L,f,L,I09,I16,1
p1_052,1,prolific1,2,L,f,L,I09,I16,1
p1_056,2,prolific1,3,L,f,L,I09,I16,1
p1_058,3,prolific1,2,L,f,L,I09,I16,1
p1_061,4,prolific1,2,L,f,L,I09,I16,1
p1_067,4,prolific1,3,L,f,L,I09,I16,1
p1_068,1,prolific1,2,L,f,L,I09,I16,1
p1_072,2,prolific1,3,L,f,L,I09,I16,1
p1_076,3,prolific1,3,L,f,L,I09,I16,1
p1_078,2,prolific1,2,L,f,L,I09,I16,1
p1_083,2,prolific1,2,L,f,L,I09,I16,0
p1_084,2,prolific1,3,L,f,L,I09,I16,0
p1_088,4,prolific1,2,L,f,L,I09,I16,0
p1_092,1,prolific1,3,L,f,L,I09,I16,1
p1_098,4,prolific1,3,L,f,L,I09,I16,0
p1_099,3,prolific1,2,L,f,L,I09,I16,0
p1_101,3,prolific1,3,L,f,L,I09,I16,1
p1_104,4,prolific1,2,L,f,L,I09,I16,1
p1_109,2,prolific1,3,L,f,L,I09,I16,0
p1_113,4,prolific1,3,L,f,L,I09,I16,0
p1_116,2,prolific1,2,L,f,L,I09,I16,1
p1_119,1,prolific1,3,L,f,L,I09,I16,1
p1_121,2,prolific1,2,L,f,L,I09,I16,0
p1_122,4,prolific1,3,L,f,L,I09,I16,1
p1_124,1,prolific1,2,L,f,L,I09,I16,1
p1_127,3,prolific1,3,L,f,L,I09,I16,1
p1_129,2,prolific1,2,L,f,L,I09,I16,0
p1_134,4,prolific1,3,L,f,L,I09,I16,1
p1_135,4,prolific1,2,L,f,L,I09,I16,0
p1_141,2,prolific1,3,L,f,L,I09,I16,1
p1_143,2,prolific1,3,L,f,L,I09,I16,0
p1_147,1,prolific1,3,L,f,L,I09,I16,1
p1_151,3,prolific1,2,L,f,L,I09,I16,1
p1_153,4,prolific1,3,L,f,L,I09,I16,1
p1_154,2,prolific1,2,L,f,L,I09,I16,1
r1_005,1,rep,3,L,f,L,I09,I16,1
r1_010,1,rep,2,L,f,L,I09,I16,1
r1_013,1,rep,3,L,f,R,I09,I16,0
r1_016,2,rep,2,L,f,X,I09,I16,0
r1_018,2,rep,2,L,f,L,I09,I16,0
r1_024,1,rep,3,L,f,L,I09,I16,1
r1_026,2,rep,2,L,f,L,I09,I16,0
r1_029,1,rep,3,L,f,L,I09,I16,1
r1_030,1,rep,2,L,f,L,I09,I16,1
r1_034,1,rep,3,L,f,R,I09,I16,0
r1_036,2,rep,2,L,f,L,I09,I16,0
r1_038,2,rep,3,L,f,L,I09,I16,1
r1_043,2,rep,2,L,f,L,I09,I16,0
r1_045,2,rep,2,L,f,L,I09,I16,0
r1_061,3,rep,3,L,f,L,I09,I16,1
r1_062,2,rep,2,L,f,L,I09,I16,0
r1_065,1,rep,3,L,f,L,I09,I16,1
r1_068,1,rep,3,L,f,L,I09,I16,1
r1_070,2,rep,2,L,f,L,I09,I16,1
r1_072,1,rep,3,L,f,R,I09,I16,0
r1_074,2,rep,2,L,f,X,I09,I16,1
p2_002,4,prolific2,3,L,f,L,I09,I16,1
p2_006,4,prolific2,2,L,f,L,I09,I16,0
p2_009,4,prolific2,3,L,f,L,I09,I16,0
p2_011,4,prolific2,2,L,f,L,I09,I16,1
p2_017,3,prolific2,3,L,f,L,I09,I16,1
p2_019,2,prolific2,3,L,f,L,I09,I16,0
p2_020,2,prolific2,2,L,f,L,I09,I16,0
p2_023,3,prolific2,2,L,f,L,I09,I16,1
p2_026,3,prolific2,3,L,f,L,I09,I16,1
p2_030,4,prolific2,2,L,f,L,I09,I16,1
p2_033,2,prolific2,3,L,f,L,I09,I16,1
p2_034,3,prolific2,2,L,f,L,I09,I16,1
p2_036,4,prolific2,3,L,f,L,I09,I16,0
p2_039,3,prolific2,3,L,f,L,I09,I16,1
p2_041,3,prolific2,2,L,f,L,I09,I16,1
p2_044,4,prolific2,3,L,f,L,I09,I16,1
p2_047,4,prolific2,2,L,f,L,I09,I16,1
p2_049,3,prolific2,2,L,f,L,I09,I16,0
p2_050,1,prolific2,3,L,f,L,I09,I16,0
p2_054,4,prolific2,2,L,f,L,I09,I16,1
p2_060,3,prolific2,2,L,f,L,I09,I16,1
p2_061,1,prolific2,3,L,f,L,I09,I16,1
p2_066,4,prolific2,3,L,f,L,I09,I16,1
p2_068,2,prolific2,2,L,f,L,I09,I16,1
p2_072,3,prolific2,3,L,f,L,I09,I16,1
p2_075,1,prolific2,2,L,f,R,I09,I16,0
p2_077,2,prolific2,2,L,f,L,I09,I16,0
p2_083,4,prolific2,2,L,f,L,I09,I16,1
p2_084,3,prolific2,3,L,f,L,I09,I16,1
p2_088,1,prolific2,3,L,f,L,I09,I16,1
p2_093,1,prolific2,2,L,f,L,I09,I16,0
p2_099,1,prolific2,3,L,f,L,I09,I16,1
p2_101,3,prolific2,2,L,f,L,I09,I16,1
p2_103,2,prolific2,2,L,f,L,I09,I16,0
p2_107,2,prolific2,3,L,f,L,I09,I16,1
p2_109,1,prolific2,2,L,f,L,I09,I16,1
p2_112,4,prolific2,3,L,f,L,I09,I16,0
p2_115,4,prolific2,2,L,f,L,I09,I16,0
p2_116,4,prolific2,3,L,f,L,I09,I16,1
p2_117,4,prolific2,2,L,f,L,I09,I16,0
p2_123,4,prolific2,3,L,f,L,I09,I16,1
p2_125,4,prolific2,3,L,f,L,I09,I16,1
p2_130,1,prolific2,3,L,f,L,I09,I16,1
p2_133,3,prolific2,2,L,f,L,I09,I16,1
p2_135,1,prolific2,3,L,f,L,I09,I16,0
p2_136,4,prolific2,2,L,f,X,I09,I16,1
p2_140,1,prolific2,3,L,f,L,I09,I16,1
p2_142,3,prolific2,2,L,f,L,I09,I16,1
p2_144,3,prolific2,3,L,f,L,I09,I16,1
p2_146,3,prolific2,2,L,f,L,I09,I16,1
p2_148,4,prolific2,3,L,f,L,I09,I16,1
p2_149,2,prolific2,2,L,f,L,I09,I16,0
p2_154,1,prolific2,3,L,f,L,I09,I16,1
p2_157,1,prolific2,2,L,f,L,I09,I16,1
p2_159,1,prolific2,3,L,f,L,I09,I16,1
p2_160,2,prolific2,2,L,f,L,I09,I16,0
p2_163,2,prolific2,3,L,f,L,I09,I16,0
p2_164,3,prolific2,2,L,f,L,I09,I16,0
p2_166,4,prolific2,3,L,f,L,I09,I16,1
p2_169,3,prolific2,2,L,f,L,I09,I16,0
p2_173,2,prolific2,2,L,f,L,I09,I16,1
p2_175,2,prolific2,3,L,f,L,I09,I16,0
p1_003,1,prolific1,3,L,f,L,I09,I17,0
p1_007,3,prolific1,2,L,f,L,I09,I17,1
p1_011,1,prolific1,3,L,f,L,I09,I17,1
p1_012,1,prolific1,2,L,f,L,I09,I17,1
p1_013,2,prolific1,3,L,f,L,I09,I17,0
p1_016,3,prolific1,2,L,f,L,I09,I17,1
p1_027,1,prolific1,3,L,f,L,I09,I17,1
p1_029,2,prolific1,2,L,f,L,I09,I17,0
p1_033,2,prolific1,3,L,f,L,I09,I17,1
p1_034,1,prolific1,2,L,f,L,I09,I17,0
p1_037,4,prolific1,3,L,f,L,I09,I17,0
p1_039,2,prolific1,2,L,f,L,I09,I17,1
p1_047,3,prolific1,2,L,f,L,I09,I17,1
p1_051,4,prolific1,3,L,f,L,I09,I17,1
p1_052,1,prolific1,2,L,f,L,I09,I17,1
p1_056,2,prolific1,3,L,f,L,I09,I17,1
p1_058,3,prolific1,2,L,f,L,I09,I17,1
p1_061,4,prolific1,2,L,f,L,I09,I17,1
p1_067,4,prolific1,3,L,f,L,I09,I17,1
p1_068,1,prolific1,2,L,f,L,I09,I17,1
p1_072,2,prolific1,3,L,f,L,I09,I17,1
p1_076,3,prolific1,3,L,f,L,I09,I17,1
p1_078,2,prolific1,2,L,f,L,I09,I17,1
p1_083,2,prolific1,2,L,f,L,I09,I17,0
p1_084,2,prolific1,3,L,f,L,I09,I17,0
p1_088,4,prolific1,2,L,f,L,I09,I17,0
p1_092,1,prolific1,3,L,f,L,I09,I17,1
p1_098,4,prolific1,3,L,f,L,I09,I17,0
p1_099,3,prolific1,2,L,f,L,I09,I17,0
p1_101,3,prolific1,3,L,f,L,I09,I17,1
p1_104,4,prolific1,2,L,f,L,I09,I17,1
p1_109,2,prolific1,3,L,f,L,I09,I17,0
p1_113,4,prolific1,3,L,f,L,I09,I17,0
p1_116,2,prolific1,2,L,f,L,I09,I17,1
p1_119,1,prolific1,3,L,f,L,I09,I17,0
p1_121,2,prolific1,2,L,f,L,I09,I17,0
p1_122,4,prolific1,3,L,f,L,I09,I17,1
p1_124,1,prolific1,2,L,f,L,I09,I17,1
p1_127,3,prolific1,3,L,f,L,I09,I17,1
p1_129,2,prolific1,2,L,f,L,I09,I17,0
p1_134,4,prolific1,3,L,f,L,I09,I17,0
p1_135,4,prolific1,2,L,f,L,I09,I17,0
p1_141,2,prolific1,3,L,f,L,I09,I17,1
p1_143,2,prolific1,3,L,f,L,I09,I17,0
p1_147,1,prolific1,3,L,f,L,I09,I17,1
p1_151,3,prolific1,2,L,f,L,I09,I17,1
p1_153,4,prolific1,3,L,f,L,I09,I17,0
p1_154,2,prolific1,2,L,f,L,I09,I17,0
r1_005,1,rep,3,L,f,L,I09,I17,0
r1_010,1,rep,2,L,f,L,I09,I17,1
r1_013,1,rep,3,L,f,R,I09,I17,0
r1_016,2,rep,2,L,f,X,I09,I17,1
r1_018,2,rep,2,L,f,L,I09,I17,0
r1_024,1,rep,3,L,f,L,I09,I17,1
r1_026,2,rep,2,L,f,L,I09,I17,0
r1_029,1,rep,3,L,f,L,I09,I17,1
r1_030,1,rep,2,L,f,L,I09,I17,1
r1_034,1,rep,3,L,f,R,I09,I17,1
r1_036,2,rep,2,L,f,L,I09,I17,0
r1_038,2,rep,3,L,f,L,I09,I17,1
r1_043,2,rep,2,L,f,L,I09,I17,0
r1_045,2,rep,2,L,f,L,I09,I17,0
r1_061,3,rep,3,L,f,L,I09,I17,1
r1_062,2,rep,2,L,f,L,I09,I17,0
r1_065,1,rep,3,L,f,L,I09,I17,1
r1_068,1,rep,3,L,f,L,I09,I17,1
r1_070,2,rep,2,L,f,L,I09,I17,0
r1_072,1,rep,3,L,f,R,I09,I17,0
r1_074,2,rep,2,L,f,X,I09,I17,1
p2_002,4,prolific2,3,L,f,L,I09,I17,1
p2_006,4,prolific2,2,L,f,L,I09,I17,0
p2_009,4,prolific2,3,L,f,L,I09,I17,0
p2_011,4,prolific2,2,L,f,L,I09,I17,1
p2_017,3,prolific2,3,L,f,L,I09,I17,1
p2_019,2,prolific2,3,L,f,L,I09,I17,0
p2_020,2,prolific2,2,L,f,L,I09,I17,0
p2_023,3,prolific2,2,L,f,L,I09,I17,1
p2_026,3,prolific2,3,L,f,L,I09,I17,1
p2_030,4,prolific2,2,L,f,L,I09,I17,1
p2_033,2,prolific2,3,L,f,L,I09,I17,1
p2_034,3,prolific2,2,L,f,L,I09,I17,1
p2_036,4,prolific2,3,L,f,L,I09,I17,0
p2_039,3,prolific2,3,L,f,L,I09,I17,1
p2_041,3,prolific2,2,L,f,L,I09,I17,1
p2_044,4,prolific2,3,L,f,L,I09,I17,1
p2_047,4,prolific2,2,L,f,L,I09,I17,1
p2_049,3,prolific2,2,L,f,L,I09,I17,0
p2_050,1,prolific2,3,L,f,L,I09,I17,0
p2_054,4,prolific2,2,L,f,L,I09,I17,1
p2_060,3,prolific2,2,L,f,L,I09,I17,1
p2_061,1,prolific2,3,L,f,L,I09,I17,0
